no  subtraction,0.5% subtraction,1% subtraction,#ORF/Gene,number,,,,,,,,,,,,,,,,,,,,
9808,9718,9627,b0414,ribD,,,,,,,,,,,,,,,,,,,,
15673,15634,15596,b0415,ribE,,,,,,,,,,,,,,,,,,,,
22001,21967,21933,b0416,nusB,,,,,,,,,,,,,,,,,,,,
3120,3040,2960,b0417,thiL,,,,,,,,,,,,,,,,,,,,
7734,7691,7649,b0418,pgpA,,,,,,,,,,,,,,,,,,,,
7131,7052,6972,b0419,yajO,,,,,,,,,,,,,,,,,,,,
23516,23364,23212,b0420,dxs,,,,,,,,,,,,,,,,,,,,
16425,16351,16278,b0421,ispA,,,,,,,,,,,,,,,,,,,,
6453,6433,6413,b0422,xseB,,,,,,,,,,,,,,,,,,,,
13725,13607,13488,b0423,thiI,,,,,,,,,,,,,,,,,,,,
2801,2752,2704,b0424,yajL,,,,,,,,,,,,,,,,,,,,
7767,7693,7618,b0425,panE,,,,,,,,,,,,,,,,,,,,
36878,36838,36798,b0426,yajQ,,,,,,,,,,,,,,,,,,,,
4299,4187,4076,b0427,yajR,,,,,,,,,,,,,,,,,,,,
92342,92269,92196,b0428,cyoE,,,,,,,,,,,,,,,,,,,,
38439,38412,38385,b0429,cyoD,,,,,,,,,,,,,,,,,,,,
62616,62566,62516,b0430,cyoC,,,,,,,,,,,,,,,,,,,,
274881,274718,274555,b0431,cyoB,,,,,,,,,,,,,,,,,,,,
248568,248491,248413,b0432,cyoA,,,,,,,,,,,,,,,,,,,,
14900,14780,14659,b0433,ampG,,,,,,,,,,,,,,,,,,,,
34232,34185,34137,b0434,yajG,,,,,,,,,,,,,,,,,,,,
16252,16226,16201,b0435,bolA,,,,,,,,,,,,,,,,,,,,
348627,348521,348414,b0436,tig,,,,,,,,,,,,,,,,,,,,
82772,82721,82670,b0437,clpP,,,,,,,,,,,,,,,,,,,,
141974,141869,141765,b0438,clpX,,,,,,,,,,,,,,,,,,,,
229647,229455,229262,b0439,lon,,,,,,,,,,,,,,,,,,,,
150769,150747,150725,b0440,hupB,,,,,,,,,,,,,,,,,,,,
80521,80368,80215,b0441,ppiD,,,,,,,,,,,,,,,,,,,,
923,892,862,b0442,ybaV,,,,,,,,,,,,,,,,,,,,
852,819,787,b0443,fadM,,,,,,,,,,,,,,,,,,,,
9305,9248,9192,b0444,queC,,,,,,,,,,,,,,,,,,,,
8173,8033,7894,b0445,ybaE,,,,,,,,,,,,,,,,,,,,
9353,9286,9219,b0446,cof,,,,,,,,,,,,,,,,,,,,
4727,4689,4651,b0447,ybaO,,,,,,,,,,,,,,,,,,,,
6394,6249,6104,b0448,mdlA,,,,,,,,,,,,,,,,,,,,
4390,4245,4099,b0449,mdlB,,,,,,,,,,,,,,,,,,,,
59,32,11,b0450,glnK,,,,,,,,,,,,,,,,,,,,
1017,912,811,b0451,amtB,,,,,,,,,,,,,,,,,,,,
6322,6251,6181,b0452,tesB,,,,,,,,,,,,,,,,,,,,
3376,3329,3282,b0453,ybaY,,,,,,,,,,,,,,,,,,,,
1767,1735,1708,b0454,ybaZ,,,,,,,,,,,,,,,,,,,,
228,199,170,b0456,ybaA,,,,,,,,,,,,,,,,,,,,
6546,6419,6293,b0457,ylaB,,,,,,,,,,,,,,,,,,,,
24484,24445,24407,b0458,ylaC,,,,,,,,,,,,,,,,,,,,
13609,13564,13519,b0459,maa,,,,,,,,,,,,,,,,,,,,
28418,28400,28382,b0460,hha,,,,,,,,,,,,,,,,,,,,
32835,32805,32774,b0461,tomB,,,,,,,,,,,,,,,,,,,,
66892,66635,66377,b0462,acrB,,,,,,,,,,,,,,,,,,,,
34488,34391,34293,b0463,acrA,,,,,,,,,,,,,,,,,,,,
5682,5629,5576,b0464,acrR,,,,,,,,,,,,,,,,,,,,
15769,15494,15219,b0465,kefA,,,,,,,,,,,,,,,,,,,,
953,940,927,b0466,ybaM,,,,,,,,,,,,,,,,,,,,
1819,1775,1732,b0467,priC,,,,,,,,,,,,,,,,,,,,
5677,5646,5615,b0468,ybaN,,,,,,,,,,,,,,,,,,,,
9260,9215,9169,b0469,apt,,,,,,,,,,,,,,,,,,,,
17737,17579,17421,b0470,dnaX,,,,,,,,,,,,,,,,,,,,
14900,14873,14846,b0471,ybaB,,,,,,,,,,,,,,,,,,,,
8027,7978,7928,b0472,recR,,,,,,,,,,,,,,,,,,,,
297405,297252,297098,b0473,htpG,,,,,,,,,,,,,,,,,,,,
33205,33152,33100,b0474,adk,,,,,,,,,,,,,,,,,,,,
3269,3190,3111,b0475,hemH,,,,,,,,,,,,,,,,,,,,
1512,1434,1355,b0476,aes,,,,,,,,,,,,,,,,,,,,
5735,5629,5522,b0477,gsk,,,,,,,,,,,,,,,,,,,,
12877,12740,12603,b0478,ybaL,,,,,,,,,,,,,,,,,,,,
8136,8036,7936,b0479,fsr,,,,,,,,,,,,,,,,,,,,
10257,10122,9987,b0480,ushA,,,,,,,,,,,,,,,,,,,,
1890,1851,1812,b0481,ybaK,,,,,,,,,,,,,,,,,,,,
6179,6114,6049,b0482,ybaP,,,,,,,,,,,,,,,,,,,,
19438,19410,19382,b0483,ybaQ,,,,,,,,,,,,,,,,,,,,
5403,5198,4994,b0484,copA,,,,,,,,,,,,,,,,,,,,
144,85,44,b0485,ybaS,,,,,,,,,,,,,,,,,,,,
525,421,330,b0486,ybaT,,,,,,,,,,,,,,,,,,,,
2831,2798,2765,b0487,cueR,,,,,,,,,,,,,,,,,,,,
626,589,551,b0488,ybbJ,,,,,,,,,,,,,,,,,,,,
4012,3937,3862,b0489,qmcA,,,,,,,,,,,,,,PHB,domain,,,,,
5454,5398,5343,b0490,ybbL,,,,,,,,,,,,,,,,,,,,
5373,5309,5245,b0491,ybbM,,,,,,,,,,,,,,,,,,,,
28873,28803,28733,b0492,ybbN,,,,,,,,,,,,,,,,,,,,
7483,7417,7351,b0493,ybbO,,,,,,,,,,,,,,,,,,,,
5568,5517,5466,b0494,tesA,,,,,,,,,,,,,,,,,,,,
1052,996,940,b0495,ybbA,,,,,,,,,,,,,,,,,,,,
2092,1895,1697,b0496,ybbP,,,,,,,,,,,,,,,,,,,,
2959,2706,2575,b0497,rhsD,,,,,,,,,,,,,,,,,,,,
1557,1527,1496,b0498,ybbC,,,,,,,,,,,,,,,,,,,,
1326,1237,1147,b0503,selU,,,,,,,,,,,,,,,,,,,,
290,217,163,b0504,allS,,,,,,,,,,,,,,,,,,,,
800,761,721,b0505,allA,,,,,,,,,,,,,,,,,,,,
13650,13583,13516,b0506,allR,,,,,,,,,,,,,,,,,,,,
387,250,159,b0507,gcl,,,,,,,,,,,,,,,,,,,,
113,55,22,b0508,hyi,,,,,,,,,,,,,,,,,,,,
182,111,47,b0509,glxR,,,,,,,,,,,,,,,,,,,,
83,36,20,b0511,ybbW,,,,,,,,,,,,,,,,,,,,
828,718,632,b0512,allB,,,,,,,,,,,,,,,,,,,,
242,140,63,b0513,ybbY,,,,,,,,,,,,,,,,,,,,
187,99,33,b0514,glxK,,,,,,,,,,,,,,,,,,,,
3010,2946,2881,b0515,ylbA,,,,,,,,,,,,,,,,,,,,
1775,1674,1576,b0516,allC,,,,,,,,,,,,,,,,,,,,
130,62,26,b0517,allD,,,,,,,,,,,,,,,,,,,,
51,8,0,b0518,fdrA,,,,,,,,,,,,,,domain,,,,,,
124,68,34,b0520,ylbF,,,,,,,,,,,,,,,,,,,,
86,31,9,b0521,ybcF,,,,,,,,,,,,,,,,,,,,
807,720,633,b0522,purK,,,,,,,,,,,,,,,,,,,,
579,537,496,b0523,purE,,,,,,,,,,,,,,,,,,,,
10076,10017,9958,b0524,lpxH,,,,,,,,,,,,,,,,,,,,
129262,129222,129182,b0525,ppiB,,,,,,,,,,,,,,,,,,,,
12515,12402,12289,b0526,cysS,,,,,,,,,,,,,,,,,,,,
134,91,51,b0527,ybcI,,,,,,,,,,,,,,,,,,,,
1298,1281,1263,b0528,ybcJ,,,,,,,,,,,,,,,,,,,,
9327,9256,9185,b0529,folD,,,,,,,,,,,,,,,,,,,,
89,47,15,b0530,sfmA,,,,,,,,,,,,,,,,,,,,
4,0,0,b0531,sfmC,,,,,,,,,,,,,,,,,,,,
457,315,232,b0532,sfmD,,,,,,,,,,,,,,,,,,,,
21,0,0,b0533,sfmH,,,,,,,,,,,,,,,,,,,,
123,86,65,b0534,sfmF,,,,,,,,,,,,,,,,,,,,
165,114,70,b0535,fimZ,,,,,,,,,,,,,,,,,,,,
17574,17479,17383,b0537,intD,,,,,,,,,,,,,,,,,,,,
747,723,698,b0540,insE,,,,,,,,,,,,,,,,,,,,
627,556,485,b0541,insF,,,,,,,,,,,,,,,,,,,,
2960,2933,2906,b0543,emrE,,,,,,,,,,,,,,,,,,,,
423,304,195,b0544,ybcK,,,,,,,,,,,,,,,,,,,,
564,519,474,b0545,ybcL,,,,,,,,,,,,,,,,,,,,
2018,1952,1887,b0546,ybcM,,,,,,,,,,,,,,,,,,,,
23,15,8,b4588,ylcH,,,,,,,,,,,,,,,,,,,,
46,18,4,b0547,ybcN,,,,,,,,,,,,,,,,,,,,
22,10,3,b0548,ninE,,,,,,,,,,,,,,,,,,,,
30,13,2,b0549,ybcO,,,,,,,,,,,,,,,,,,,,
13,0,0,b0550,rusA,,,,,,,,,,,,,,,,,,,,
29,17,8,b4509,ylcG,,,,,,,,,,,,,,,,,,,,
171,140,109,b0551,quuD,,,,,,,,,,,,,,,,,,,,
41908,41825,41742,b0552,insH,,,,,,,,,,,,,,,,,,,,
522,504,487,b0554,essD,,,,,,,,,,,,,,,,,,,,
766,725,685,b0555,rrrD,,,,,,,,,,,,,,,,,,,,
284,246,208,b0556,rzpD,,,,,,,,,,,,,,,,,,,,
100,85,70,b4510,rzoD,,,,,,,,,,,,,,,,,,,,
7970,7946,7922,b0557,borD,,,,,,,,,,,,,,,,,,,,
59,30,16,b0558,ybcV,,,,,,,,,,,,,,,,,,,,
683,666,649,b0559,ybcW,,,,,,,,,,,,,,,,,,,,
64,48,32,b4589,ylcI,,,,,,,,,,,,,,,,,,,,
224,180,135,b0560,nohD,,,,,,,,,,,,,,,,,,,,
757,696,635,b0564,appY,,,,,,,,,,,,,,,,,,,,
216767,216689,216611,b0565,ompT,,,,,,,,,,,,,,,,,,,,
238,176,117,b0566,envY,,,,,,,,,,,,,,,,,,,,
385,312,240,b0567,ybcH,,,,,,,,,,,,,,,,,,,,
1212,969,736,b0568,nfrA,,,,,,,,,,,,,,,,,,,,
1022,841,689,b0569,nfrB,,,,,,,,,,,,,,,,,,,,
1504,1386,1268,b0570,cusS,,,,,,,,,,,,,,,,,,,,
989,933,877,b0571,cusR,,,,,,,,,,,,,,,,,,,,
72,12,2,b0572,cusC,,,,,,,,,,,,,,,,,,,,
89,62,36,b0573,cusF,,,,,,,,,,,,,,,,,,,,
169,94,52,b0574,cusB,,,,,,,,,,,,,,,,,,,,
492,288,190,b0575,cusA,,,,,,,,,,,,,,,,,,,,
3350,3237,3125,b0576,pheP,,,,,,,,,,,,,,,,,,,,
18094,17992,17890,b0577,mscM,,,,,,,,,,,,,,,,,,,,
38783,38729,38676,b0578,nfsB,,,,,,,,,,,,,,,,,,,,
3871,3841,3811,b0579,ybdF,,,,,,,,,,,,,,,,,,,,
3121,3101,3080,b0580,ybdJ,,,,,,,,,,,,,,,,,,,,
499,408,317,b0581,ybdK,,,,,,,,,,,,,,,,,,,,
108,96,83,b4415,hokE,,,,,,,,,,,,,,,,,,,,
9502,9411,9320,b0582,insL,,,,,,,,,,,,,,,,,,,,
399,348,297,b0583,entD,,,,,,,,,,,,,,,,,,,,
1670,1487,1304,b0584,fepA,,,,,,,,,,,,,,,,,,,,
1428,1337,1245,b0585,fes,,,,,,,,,,,,,,,,,,,,
188,170,152,b4511,ybdZ,,,,,,,,,,,,,,,,,,,,
2672,2354,2038,b0586,entF,,,,,,,,,,,,,,,,,,,,
106,43,11,b0587,fepE,,,,,,,,,,,,,,,,,,,,
2189,2122,2056,b0588,fepC,,,,,,,,,,,,,,,,,,,,
1997,1916,1835,b0589,fepG,,,,,,,,,,,,,,,,,,,,
3689,3607,3525,b0590,fepD,,,,,,,,,,,,,,,,,,,,
1926,1824,1721,b0591,entS,,,,,,,,,,,,,,,,,,,,
1418,1340,1261,b0592,fepB,,,,,,,,,,,,,,,,,,,,
1340,1244,1147,b0593,entC,,,,,,,,,,,,,,,,,,,,
894,762,632,b0594,entE,,,,,,,,,,,,,,,,,,,,
641,571,501,b0595,entB,,,,,,,,,,,,,,,,,,,,
494,433,372,b0596,entA,,,,,,,,,,,,,,,,,,,,
408,374,340,b0597,entH,,,,,,,,,,,,,,,,,,,,
47115,46943,46771,b0598,cstA,,,,,,,,,,,,,,,,,,,,
1655,1639,1623,b4512,ybdD,,,,,,,,,,,,,,,,,,,,
1439,1352,1273,b0599,ybdH,,,,,,,,,,,,,,,,,,,,
965,870,775,b0600,ybdL,,,,,,,,,,,,,,,,,,,,
818,766,715,b0601,ybdM,,,,,,,,,,,,,,,,,,,,
380,288,220,b0602,ybdN,,,,,,,,,,,,,,,,,,,,
711,637,566,b0603,ybdO,,,,,,,,,,,,,,,,,,,,
5624,5563,5502,b0604,dsbG,,,,,,,,,,,,,,,,,,,,
242409,242363,242316,b0605,ahpC,,,,,,,,,,,,,,,,,,,,
39200,39072,38944,b0606,ahpF,,,,,,,,,,,,,,,,,,,,
13565,13530,13495,b0607,uspG,,,,,,,,,,,,,,,,,,,,
1239,1138,1036,b0608,ybdR,,,,,,,,,,,,,,,,,,,,
12852,12818,12785,b0610,rnk,,,,,,,,,,,,,,,,,,,,
17067,17002,16935,b0611,rna,,,,,,,,,,,,,,,,,,,,
668,559,459,b0612,citT,,,,,,,,,,,,,,,,,,,,
13,0,0,b0613,citG,,,,,,,,,,,,,,,,,,,,
47,24,13,b0614,citX,,,,,,,,,,,,,,,,,,,,
48,2,0,b0615,citF,,,,,,,,,,,,,,,,,,,,
6,0,0,b0616,citE,,,,,,,,,,,,,,,,,,,,
2,0,0,b0617,citD,,,,,,,,,,,,,,,,,,,,
10,0,0,b0618,citC,,,,,,,,,,,,,,,,,,,,
1374,1240,1122,b0619,dpiB,,,,,,,,,,,,,,,,,,,,
844,788,732,b0620,dpiA,,,,,,,,,,,,,,,,,,,,
972,858,745,b0621,dcuC,,,,,,,,,,,,,,,,,,,,
994,949,903,b0622,pagP,,,,,,,,,,,,,,,,,,,,
1795509,1795491,1795478,b0623,cspE,,,,,,,,,,,,,,,,,,,,
1836,1805,1774,b0624,crcB,,,,,,,,,,,,,,,,,,,,
6619,6603,6586,b0627,tatE,,,,,,,,,,,,,,,,,,,,
29976,29897,29818,b0628,lipA,,,,,,,,,,,,,,,,,,,,
929,851,773,b0629,ybeF,,,,,,,,,,,,,,,,,,,,
9358,9305,9253,b0630,lipB,,,,,,,,,,,,,,,,,,,,
46618,46596,46575,b0631,ybeD,,,,,,,,,,,,,,,,,,,,
37794,37695,37596,b0632,dacA,,,,,,,,,,,,,,,,,,,,
10899,10810,10721,b0633,rlpA,,,,,,,,,,,,,,,,,,,,
9945,9854,9763,b0634,mrdB,,,,,,,,,,,,,,,,,,,,
11381,11225,11069,b0635,mrdA,,,,,,,,,,,,,,,,,,,,
5186,5147,5109,b0636,rlmH,,,,,,,,,,,,,,,,,,,,
8166,8140,8114,b0637,ybeB,,,,,,,,,,,,,,,,,,,,
1690,1640,1590,b0638,cobC,,,,,,,,,,,,,,,,,,,,
4455,4403,4350,b0639,nadD,,,,,,,,,,,,,,,,,,,,
11123,11038,10954,b0640,holA,,,,,,,,,,,,,,,,,,,,
17104,17056,17009,b0641,lptE,,,,,,,,,,,,,,,,,,,,
49055,48844,48633,b0642,leuS,,,,,,,,,,,,,,,,,,,,
6944,6905,6866,b0643,ybeL,,,,,,,,,,,,,,,,,,,,
454,390,341,b0644,ybeQ,,,,,,,,,,,,,,,,,,,,
37,10,3,b0645,ybeR,,,,,,,,,,,,,,,,,,,,
206,109,49,b0646,djlB,,,,,,,,,,,,,,,,,,,,
156,121,101,b0647,ybeT,,,,,,,,,,,,,,,,,,,,
142,85,40,b0648,ybeU,,,,,,,,,,,,,,,,,,,,
1117,998,884,b0649,djlC,,,,,,,,,,,,,,,,,,,,
3436,3299,3163,b0650,hscC,,,,,,,,,,,,,,,,,,,,
55063,54987,54910,b0651,rihA,,,,,,,,,,,,,,,,,,,,
13906,13847,13787,b0652,gltL,,,,,,,,,,,,,,,,,,,,
10547,10491,10436,b0653,gltK,,,,,,,,,,,,,,,,,,,,
10536,10475,10415,b0654,gltJ,,,,,,,,,,,,,,,,,,,,
48414,48339,48265,b0655,gltI,,,,,,,,,,,,,,,,,,,,
28746,28663,28580,b0656,insH,,,,,,,,,,,,,,,,,,,,
12409,12283,12157,b0657,lnt,,,,,,,,,,,,,,,,,,,,
35920,35848,35776,b0658,ybeX,,,,,,,,,,,,,,,,,,,,
10680,10642,10604,b0659,ybeY,,,,,,,,,,,,,,,,,,,,
26356,26271,26186,b0660,ybeZ,,,,,,,,,,,,,,,,,,,,
9350,9233,9117,b0661,miaB,,,,,,,,,,,,,,,,,,,,
4365,4269,4173,b0662,ubiF,,,,,,,,,,,,,,,,,,,,
21026,20890,20753,b0674,asnB,,,,,,,,,,,,,,,,,,,,
12831,12770,12708,b0675,nagD,,,,,,,,,,,,,,,,,,,,
8897,8797,8697,b0676,nagC,,,,,,,,,,,,,,,,,,,,
12216,12122,12028,b0677,nagA,,,,,,,,,,,,,,,,,,,,
17503,17438,17372,b0678,nagB,,,,,,,,,,,,,,,,,,,,
59778,59618,59459,b0679,nagE,,,,,,,,,,,,,,,,,,,,
70593,70457,70321,b0680,glnS,,,,,,,,,,,,,,,,,,,,
12619,12504,12389,b0681,chiP,,,,,,,,,,,,,,,,,,,,
1502,1476,1449,b0682,chiQ,,,,,,,,,,,,,,,,,,,,
92690,92653,92617,b0683,fur,,,,,,,,,,,,,,,,,,,,
23753,23746,23739,b4637,uof,,,,,,,,,,,,,,,,,,,,
40723,40679,40636,b0684,fldA,,,,,,,,,,,,,,,,,,,,
4585,4561,4537,b0685,ybfE,,,,,,,,,,,,,,,,,,,,
6435,6373,6310,b0686,ybfF,,,,,,,,,,,,,,,,,,,,
29077,29033,28988,b0687,seqA,,,,,,,,,,,,,,,,,,,,
47584,47449,47315,b0688,pgm,,,,,,,,,,,,,,,,,,,,
1167,1127,1086,b0689,ybfP,,,,,,,,,,,,,,,,,,,,
866,758,654,b0692,potE,,,,,,,,,,,,,,,,,,,,
292,165,94,b0693,speF,,,,,,,,,,,,,,,,,,,,
2,0,0,b4590,ybfK,,,,,,,,,,,,,,,,,,,,
763,708,652,b0694,kdpE,,,,,,,,,,,,,,,,,,,,
1211,992,775,b0695,kdpD,,,,,,,,,,,,,,,,,,,,
300,253,210,b0696,kdpC,,,,,,,,,,,,,,,,,,,,
242,106,38,b0697,kdpB,,,,,,,,,,,,,,,,,,,,
131,41,8,b0698,kdpA,,,,,,,,,,,,,,,,,,,,
12,5,1,b4513,kdpF,,,,,,,,,,,,,,,,,,,,
3878,3861,3844,b0699,ybfA,,,,,,,,,,,,,,,,,,,,
1100,793,576,b0700,rhsC,,,,,,,,,,,,,,,,,,,,
134,108,81,b0702,ybfB,,,,,,,,,,,,,,,,,,,,
140,93,51,b0704,ybfC,,,,,,,,,,,,,,,,,,,,
90,37,9,b0706,ybfD,,,,,,,,,,,,,,,,,,,,
390,349,307,b0707,ybgA,,,,,,,,,,,,,,,,,,,,
1069,954,843,b0708,phr,,,,,,,,,,,,,,,,,,,,
1271,1150,1029,b0709,dtpD,,,,,,,,,,,,,,,,,,,,
14117,14056,13995,b0710,ybgI,,,,,,,,,,,,,,,,,,,,
5833,5779,5726,b0711,ybgJ,,,,,,,,,,,,,,,,,,,,
7393,7317,7240,b0712,ybgK,,,,,,,,,,,,,,,,,,,,
4274,4214,4154,b0713,ybgL,,,,,,,,,,,,,,,,,,,,
3320,3255,3190,b0714,nei,,,,,,,,,,,,,,,,,,,,
1221,1135,1056,b0715,abrB,,,,,,,,,,,,,,,,,,,,
356,271,197,b0716,ybgO,,,,,,,,,,,,,,,,,,,,
284,224,165,b0717,ybgP,,,,,,,,,,,,,,,,,,,,
422,226,82,b0718,ybgQ,,,,,,,,,,,,,,,,,,,,
965,919,872,b0719,ybgD,,,,,,,,,,,,,,,,,,,,
451736,451631,451526,b0720,gltA,,,,,,,,,,,,,,,,,,,,
121838,121806,121775,b0721,sdhC,,,,,,,,,,,,,,,,,,,,
79860,79831,79803,b0722,sdhD,,,,,,,,,,,,,,,,,,,,
224384,224240,224095,b0723,sdhA,,,,,,,,,,,,,,,,,,,,
102432,102373,102314,b0724,sdhB,,,,,,,,,,,,,,,,,,,,
211276,211047,210818,b0726,sucA,,,,,,,,,,,,,,,,,,,,
62581,62481,62382,b0727,sucB,,,,,,,,,,,,,,,,,,,,
53232,53136,53041,b0728,sucC,,,,,,,,,,,,,,,,,,,,
46979,46908,46837,b0729,sucD,,,,,,,,,,,,,,,,,,,,
4816,4756,4697,b0730,mngR,,,,,,,,,,,,,,,,,,,,
121,32,9,b0731,mngA,,,,,,,,,,,,,,,,,,,,
1401,1188,987,b0732,mngB,,,,,,,,,,,,,,,,,,,,
38709,38581,38453,b0733,cydA,,,,,,,,,,,,,,,,,,,,
36355,36262,36169,b0734,cydB,,,,,,,,,,,,,,,,,,,,
5952,5943,5934,b4515,ybgT,,,,,,,,,,,,,,,,,,,,
4282,4258,4234,b0735,ybgE,,,,,,,,,,,,,,,,,,,,
7792,7759,7726,b0736,ybgC,,,,,,,,,,,,,,,,,,,,
11184,11127,11070,b0737,tolQ,,,,,,,,,,,,,,,,,,,,
4218,4182,4147,b0738,tolR,,,,,,,,,,,,,,,,,,,,
9320,9217,9113,b0739,tolA,,,,,,,,,,,,,,,,,,,,
79545,79439,79333,b0740,tolB,,,,,,,,,,,,,,,,,,,,
141299,141257,141214,b0741,pal,,,,,,,,,,,,,,,,,,,,
57207,57142,57078,b0742,ybgF,,,,,,,,,,,,,,,,,,,,
2021,1936,1851,b0750,nadA,,,,,,,,,,,,,,,,,,,,
1656,1597,1538,b0751,pnuC,,,,,,,,,,,,,,,,,,,,
2911,2834,2757,b0752,zitB,,,,,,,,,,,,,,,,,,,,
281,250,219,b0753,ybgS,,,,,,,,,,,,,,,,,,,,
54537,54451,54365,b0754,aroG,,,,,,,,,,,,,,,,,,,,
216501,216440,216378,b0755,gpmA,,,,,,,,,,,,,,,,,,,,
21847,21761,21676,b0756,galM,,,,,,,,,,,,,,,,,,,,
20924,20831,20737,b0757,galK,,,,,,,,,,,,,,,,,,,,
14181,14095,14009,b0758,galT,,,,,,,,,,,,,,,,,,,,
28021,27938,27855,b0759,galE,,,,,,,,,,,,,,,,,,,,
19764,19644,19523,b0760,modF,,,,,,,,,,,,,,,,,,,,
5054,4989,4925,b0761,modE,,,,,,,,,,,,,,,,,,,,
41317,41305,41292,b0762,ybhT,,,,,,,,,,,,,,,,,,,,
17686,17623,17560,b0763,modA,,,,,,,,,,,,,,,,,,,,
8473,8416,8360,b0764,modB,,,,,,,,,,,,,,,,,,,,
9273,9187,9100,b0765,modC,,,,,,,,,,,,,,,,,,,,
1766,1699,1632,b0766,ybhA,,,,,,,,,,,,,,,,,,,,
12458,12377,12295,b0767,pgl,,,,,,,,,,,,,,,,,,,,
324,253,199,b0768,ybhD,,,,,,,,,,,,,,,,,,,,
83,25,1,b0769,ybhH,,,,,,,,,,,,,,,,,,,,
159,66,19,b0770,ybhI,,,,,,,,,,,,,,,,,,,,
360,184,91,b0771,ybhJ,,,,,,,,,,,,,,,,,,,,
9211,9106,9001,b0772,ybhC,,,,,,,,,,,,,,,,,,,,
4967,4928,4889,b0773,ybhB,,,,,,,,,,,,,,,,,,,,
473,368,269,b0774,bioA,,,,,,,,,,,,,,,,,,,,
321,236,154,b0775,bioB,,,,,,,,,,,,,,,,,,,,
195,110,47,b0776,bioF,,,,,,,,,,,,,,,,,,,,
234,174,118,b0777,bioC,,,,,,,,,,,,,,,,,,,,
286,231,175,b0778,bioD,,,,,,,,,,,,,,,,,,,,
10382,10216,10051,b0779,uvrB,,,,,,,,,,,,,,,,,,,,
8478,8404,8330,b0780,ybhK,,,,,,,,,,,,,,,,,,,,
7578,7497,7417,b0781,moaA,,,,,,,,,,,,,,,,,,,,
2123,2081,2039,b0782,moaB,,,,,,,,,,,,,,,,,,,,
2271,2231,2191,b0783,moaC,,,,,,,,,,,,,,,,,,,,
649,629,609,b0784,moaD,,,,,,,,,,,,,,,,,,,,
1589,1552,1515,b0785,moaE,,,,,,,,,,,,,,,,,,,,
16394,16336,16279,b0786,ybhL,,,,,,,,,,,,,,,,,,,,
439,380,322,b0787,ybhM,,,,,,,,,,,,,,,,,,,,
170,103,48,b0788,ybhN,,,,,,,,,,,,,,,,,,,,
215,117,52,b0789,ybhO,,,,,,,,,,,,,,,,,,,,
107,55,25,b0790,ybhP,,,,,,,,,,,,,,,,,,,,
22266,22233,22199,b0791,ybhQ,,,,,,,,,,,,,,,,,,,,
3551,3461,3370,b0792,ybhR,,,,,,,,,,,,,,,,,,,,
3292,3200,3107,b0793,ybhS,,,,,,,,,,,,,,,,,,,,
4927,4785,4643,b0794,ybhF,,,,,,,,,,,,,,,,,,,,
2945,2864,2782,b0795,ybhG,,,,,,,,,,,,,,,,,,,,
4838,4783,4728,b0796,ybiH,,,,,,,,,,,,,,,,,,,,
1420,1308,1197,b0797,rhlE,,,,,,,,,,,,,,,,,,,,
2891,2851,2812,b0798,ybiA,,,,,,,,,,,,,,,,,,,,
9414,9238,9062,b0799,dinG,,,,,,,,,,,,,,,,,,,,
5616,5537,5458,b0800,ybiB,,,,,,,,,,,,,,,,,,,,
3141,3052,2964,b0801,ybiC,,,,,,,,,,,,,,,,,,,,
343,322,300,b0802,ybiJ,,,,,,,,,,,,,,,,,,,,
199,177,155,b0803,ybiI,,,,,,,,,,,,,,,,,,,,
426,371,316,b0804,ybiX,,,,,,,,,,,,,,,,,,,,
2497,2311,2124,b0805,fiu,,,,,,,,,,,,,,,,,,,,
314,293,272,b0806,mcbA,,,,,,,,,,,,,,,,,,,,
995,919,844,b0807,rlmF,,,,,,,,,,,,,,,,,,,,
663,511,438,b0808,ybiO,,,,,,,,,,,,,,,,,,,,
9111,9052,8993,b0809,glnQ,,,,,,,,,,,,,,,,,,,,
9426,9372,9318,b0810,glnP,,,,,,,,,,,,,,,,,,,,
28912,28851,28790,b0811,glnH,,,,,,,,,,,,,,,,,,,,
25899,25857,25816,b0812,dps,,,,,,,,,,,,,,,,,,,,
1125,1052,979,b0813,rhtA,,,,,,,,,,,,,,,,,,,,
361546,361504,361462,b0814,ompX,,,,,,,,,,,,,,,,,,,,
3358,3228,3099,b0815,ybiP,,,,,,,,,,,,,,,,,,,,
50,29,13,b0816,yliL,,,,,,,,,,,,,,,,,,,,
5514,5476,5438,b0817,mntR,,,,,,,,,,,,,,,,,,,,
4343,4252,4160,b0818,ybiR,,,,,,,,,,,,,,,,,,,,
10877,10801,10726,b0819,ybiS,,,,,,,,,,,,,,,,,,,,
14526,14396,14265,b0820,ybiT,,,,,,,,,,,,,,,,,,,,
1940,1837,1733,b0821,ybiU,,,,,,,,,,,,,,,,,,,,
8401,8334,8267,b0822,ybiV,,,,,,,,,,,,,,,,,,,,
652,481,373,b0823,ybiW,,,,,,,,,,,,,,,,,,,,
64,19,7,b0824,ybiY,,,,,,,,,,,,,,,,,,,,
605,550,496,b0825,fsaA,,,,,,,,,,,,,,,,,,,,
2274,2213,2152,b0826,moeB,,,,,,,,,,,,,,,,,,,,
3629,3528,3427,b0827,moeA,,,,,,,,,,,,,,,,,,,,
