no  subtraction,0.5% subtraction,1% subtraction,#ORF/Gene,number,,,,,,,,,,,,,,,,,,,,
69347,69197,69048,b3729,glmS,,,,,,,,,,,,,,,,,,,,
66582,66470,66358,b3730,glmU,,,,,,,,,,,,,,,,,,,,
72004,71970,71936,b3731,atpC,,,,,,,,,,,,,,,,,,,,
181061,180948,180835,b3732,atpD,,,,,,,,,,,,,,,,,,,,
113244,113174,113103,b3733,atpG,,,,,,,,,,,,,,,,,,,,
279144,279018,278892,b3734,atpA,,,,,,,,,,,,,,,,,,,,
83667,83623,83579,b3735,atpH,,,,,,,,,,,,,,,,,,,,
93100,93062,93023,b3736,atpF,,,,,,,,,,,,,,,,,,,,
57424,57405,57385,b3737,atpE,,,,,,,,,,,,,,,,,,,,
131697,131631,131564,b3738,atpB,,,,,,,,,,,,,,,,,,,,
30083,30052,30021,b3739,atpI,,,,,,,,,,,,,,,,,,,,
6913,6862,6811,b3740,rsmG,,,,,,,,,,,,,,,,,,,,
16818,16664,16509,b3741,mnmG,,,,,,,,,,,,,,,,,,,,
24309,24272,24236,b3742,mioC,,,,,,,,,,,,,,,,,,,,
2098,2060,2023,b3743,asnC,,,,,,,,,,,,,,,,,,,,
5519,5438,5357,b3744,asnA,,,,,,,,,,,,,,,,,,,,
4111,3992,3874,b3745,viaA,,,,,,,,,,,,,,,,,,,,
5630,5508,5385,b3746,ravA,,,,,,,,,,,,,,,,,,,,
5033,4880,4727,b3747,kup,,,,,,,,,,,,,,,,,,,,
102364,102330,102295,b3748,rbsD,,,,,,,,,,,,,,,,,,,,
104360,104236,104113,b3749,rbsA,,,,,,,,,,,,,,,,,,,,
105521,105442,105362,b3750,rbsC,,,,,,,,,,,,,,,,,,,,
389124,389051,388978,b3751,rbsB,,,,,,,,,,,,,,,,,,,,
100619,100543,100467,b3752,rbsK,,,,,,,,,,,,,,,,,,,,
31361,31280,31198,b3753,rbsR,,,,,,,,,,,,,,,,,,,,
5649,5532,5416,b3754,hsrA,,,,,,,,,,,,,,,,,,,,
15789,15732,15675,b3755,yieP,,,,,,,,,,,,,,,,,,,,
26559,26491,26422,b4480,hdfR,,,,,,,,,,,,,,,,,,,,
22134,22106,22078,b3764,yifE,,,,,,,,,,,,,,,,,,,,
1142,1018,895,b3765,yifB,,,,,,,,,,,,,,,,,,,,
53614,53606,53598,b3766,ilvL,,,,,,,,,,,,,,,,,,,,
1562,1558,1554,b4669,ilvX,,,,,,,,,,,,,,,,,,,,
1492,1470,1448,b3769,ilvM,,,,,,,,,,,,,,,,,,,,
8608,8532,8456,b3770,ilvE,,,,,,,,,,,,,,,,,,,,
6143,5991,5840,b3771,ilvD,,,,,,,,,,,,,,,,,,,,
3016,2890,2764,b3772,ilvA,,,,,,,,,,,,,,,,,,,,
1918,1844,1771,b3773,ilvY,,,,,,,,,,,,,,,,,,,,
7085,6964,6843,b3774,ilvC,,,,,,,,,,,,,,,,,,,,
11859,11836,11813,b3775,ppiC,,,,,,,,,,,,,,,,,,,,
4997,4831,4666,b3778,rep,,,,,,,,,,,,,,,,,,,,
26828,26706,26585,b3779,gpp,,,,,,,,,,,,,,,,,,,,
58745,58641,58537,b3780,rhlB,,,,,,,,,,,,,,,,,,,,
76255,76228,76201,b3781,trxA,,,,,,,,,,,,,,,,,,,,
136346,136243,136140,b3783,rho,,,,,,,,,,,,,,,,,,,,
28333,28243,28152,b3784,rfe,,,,,,,,,,,,,,,,,,,,
15721,15635,15549,b3785,wzzE,,,,,,,,,,,,,,,,,,,,
11450,11358,11265,b3786,rffE,,,,,,,,,,,,,,,,,,,,
10848,10745,10641,b3787,rffD,,,,,,,,,,,,,,,,,,,,
7253,7166,7078,b3788,rffG,,,,,,,,,,,,,,,,,,,,
4887,4815,4743,b3789,rffH,,,,,,,,,,,,,,,,,,,,
4057,4002,3946,b3790,rffC,,,,,,,,,,,,,,,,,,,,
4805,4713,4620,b3791,rffA,,,,,,,,,,,,,,,,,,,,
6154,6052,5949,b3792,wzxE,,,,,,,,,,,,,,,,,,,,
6832,6743,6655,b4481,rffT,,,,,,,,,,,,,,,,,,,,
5399,5289,5178,b3793,wzyE,,,,,,,,,,,,,,,,,,,,
6280,6220,6159,b3794,rffM,,,,,,,,,,,,,,,,,,,,
17092,16978,16865,b3795,yifK,,,,,,,,,,,,,,,,,,,,
1238,1137,1036,b3800,aslB,,,,,,,,,,,,,,,,,,,,
975,839,716,b3801,aslA,,,,,,,,,,,,,,,,,,,,
28175,28077,27980,b3802,hemY,,,,,,,,,,,,,,,,,,,,
33096,33000,32903,b3803,hemX,,,,,,,,,,,,,,,,,,,,
13229,13168,13108,b3804,hemD,,,,,,,,,,,,,,,,,,,,
23968,23891,23814,b3805,hemC,,,,,,,,,,,,,,,,,,,,
48749,48541,48333,b3806,cyaA,,,,,,,,,,,,,,,,,,,,
5656,5630,5604,b3807,cyaY,,,,,,,,,,,,,,,,,,,,
18393,18376,18359,b4558,yifL,,,,,,,,,,,,,,,,,,,,
10335,10267,10200,b3809,dapF,,,,,,,,,,,,,,,,,,,,
7990,7932,7874,b3810,yigA,,,,,,,,,,,,,,,,,,,,
9706,9633,9559,b3811,xerC,,,,,,,,,,,,,,,,,,,,
6414,6355,6297,b3812,yigB,,,,,,,,,,,,,,,,,,,,
10122,9945,9768,b3813,uvrD,,,,,,,,,,,,,,,,,,,,
527,464,402,b4482,yigE,,,,,,,,,,,,,,,,,,,,
7850,7772,7694,b3816,corA,,,,,,,,,,,,,,,,,,,,
1244,1213,1181,b3817,yigF,,,,,,,,,,,,,,,,,,,,
367,336,305,b3818,yigG,,,,,,,,,,,,,,,,,,,,
6216,6143,6070,b3819,rarD,,,,,,,,,,,,,,,,,,,,
5720,5682,5644,b3820,yigI,,,,,,,,,,,,,,,,,,,,
10514,10443,10372,b3821,pldA,,,,,,,,,,,,,,,,,,,,
5734,5584,5435,b3822,recQ,,,,,,,,,,,,,,,,,,,,
3777,3726,3676,b3823,rhtC,,,,,,,,,,,,,,,,,,,,
1264,1214,1163,b3824,rhtB,,,,,,,,,,,,,,,,,,,,
11373,11289,11205,b3825,pldB,,,,,,,,,,,,,,,,,,,,
7956,7890,7825,b3826,yigL,,,,,,,,,,,,,,,,,,,,
1420,1347,1273,b3827,yigM,,,,,,,,,,,,,,,,,,,,
514,436,358,b3828,metR,,,,,,,,,,,,,,,,,,,,
1370,1185,1001,b3829,metE,,,,,,,,,,,,,,,,,,,,
3393,3326,3260,b3830,ysgA,,,,,,,,,,,,,,,,,,,,
393631,393569,393507,b3831,udp,,,,,,,,,,,,,,,,,,,,
26506,26389,26272,b3832,rmuC,,,,,,,,,,,,,,,,,,,,
32166,32104,32042,b3833,ubiE,,,,,,,,,,,,,,,,,,,,
16967,16918,16868,b3834,yigP,,,,,,,,,,,,,,,,,,,,
45994,45859,45725,b3835,ubiB,,,,,,,,,,,,,,,,,,,,
29222,29200,29177,b3836,tatA,,,,,,,,,,,,,,,,,,,,
24279,24237,24195,b3838,tatB,,,,,,,,,,,,,,,,,,,,
22433,22369,22306,b3839,tatC,,,,,,,,,,,,,,,,,,,,
3654,3590,3526,b4483,tatD,,,,,,,,,,,,,,,,,,,,
3271,3231,3191,b3842,rfaH,,,,,,,,,,,,,,,,,,,,
51773,51651,51528,b3843,ubiD,,,,,,,,,,,,,,,,,,,,
20103,20046,19988,b3844,fre,,,,,,,,,,,,,,,,,,,,
5503,5408,5312,b3845,fadA,,,,,,,,,,,,,,,,,,,,
22668,22489,22310,b3846,fadB,,,,,,,,,,,,,,,,,,,,
46626,46517,46408,b3847,pepQ,,,,,,,,,,,,,,,,,,,,
5618,5567,5517,b3848,yigZ,,,,,,,,,,,,,,,,,,,,
14640,14521,14403,b3849,trkH,,,,,,,,,,,,,,,,,,,,
5908,5864,5819,b3850,hemG,,,,,,,,,,,,,,,,,,,,
2763,2719,2676,b3856,mobB,,,,,,,,,,,,,,,,,,,,
4327,4279,4231,b3857,mobA,,,,,,,,,,,,,,,,,,,,
17893,17871,17849,b3858,yihD,,,,,,,,,,,,,,,,,,,,
52310,52229,52149,b3859,rdoA,,,,,,,,,,,,,,,,,,,,
57405,57354,57302,b3860,dsbA,,,,,,,,,,,,,,,,,,,,
1933,1816,1699,b3861,yihF,,,,,,,,,,,,,,,,,,,,
2760,2684,2608,b3862,yihG,,,,,,,,,,,,,,,,,,,,
64571,64343,64116,b3863,polA,,,,,,,,,,,,,,,,,,,,
22891,22840,22788,b3865,yihA,,,,,,,,,,,,,,,,,,,,
4358,4316,4274,b3866,yihI,,,,,,,,,,,,,,,,,,,,
13548,13436,13323,b3867,hemN,,,,,,,,,,,,,,,,,,,,
3351,3342,3333,b4686,yshB,,,,,,,,,,,,,,,,,,,,
4775,4660,4545,b3868,glnG,,,,,,,,,,,,,,protein,,,,,,
5190,5104,5018,b3869,glnL,,,,,,,,,,,,,,,,,,,,
82975,82860,82745,b3870,glnA,,,,,,,,,,,,,,,,,,,,
64976,64827,64678,b3871,typA,,,,,,,,,,,,,,,,,,,,
9302,9243,9185,b3872,yihL,,,,,,,,,,,,,,,,,,,,
16206,16126,16045,b3873,yihM,,,,,,,,,,,,,,,,,,,,
11205,11102,10998,b3874,yihN,,,,,,,,,,,,,,,,,,,,
170,116,66,b3875,ompL,,,,,,,,,,,,,,,,,,,,
571,460,370,b3876,yihO,,,,,,,,,,,,,,,,,,,,
377,265,168,b3877,yihP,,,,,,,,,,,,,,,,,,,,
168,42,7,b3878,yihQ,,,,,,,,,,,,,,,,,,,,
143,71,28,b3879,yihR,,,,,,,,,,,,,,,,,,,,
571,469,368,b3880,yihS,,,,,,,,,,,,,,,,,,,,
296,224,155,b3881,yihT,,,,,,,,,,,,,,,,,,,,
232,160,97,b3882,yihU,,,,,,,,,,,,,,,,,,,,
342,269,201,b3883,yihV,,,,,,,,,,,,,,,,,,,,
9645,9581,9517,b3884,yihW,,,,,,,,,,,,,,,,,,,,
21616,21567,21518,b3885,yihX,,,,,,,,,,,,,,,,,,,,
14831,14759,14688,b3886,yihY,,,,,,,,,,,,,,,,,,,,
10972,10937,10901,b3887,dtd,,,,,,,,,,,,,,,,,,,,
13002,12921,12840,b3888,yiiD,,,,,,,,,,,,,,,,,,,,
99,82,64,b3889,yiiE,,,,,,,,,,,,,,,,,,,,
922,904,886,b3890,yiiF,,,,,,,,,,,,,,,,,,,,
31333,31257,31181,b3891,fdhE,,,,,,,,,,,,,,,,,,,,
49747,49695,49643,b3892,fdoI,,,,,,,,,,,,,,,,,,,,
56538,56464,56390,b3893,fdoH,,,,,,,,,,,,,,,,,,,,
235153,234904,234655,b3894,fdoG,,,,,,,,,,,,,,,,,,,,
3919,3851,3782,b3895,fdhD,,,,,,,,,,,,,,,,,,,,
1068,981,895,b3896,yiiG,,,,,,,,,,,,,,,,,,,,
950,828,729,b3897,frvR,,,,,,,,,,,,,,,,,,,,
897,809,722,b3898,frvX,,,,,,,,,,,,,,,,,,,,
419,328,273,b3899,frvB,,,,,,,,,,,,,,,,,,,,
116,80,54,b3900,frvA,,,,,,,,,,,,,,,,,,,,
47,23,6,b3901,rhaM,,,,,,,,,,,,,,,,,,,,
75,15,0,b3902,rhaD,,,,,,,,,,,,,,,,,,,,
123,42,10,b3903,rhaA,,,,,,,,,,,,,,,,,,,,
199,101,56,b3904,rhaB,,,,,,,,,,,,,,,,,,,,
504,436,367,b3905,rhaS,,,,,,,,,,,,,,,,,,,,
1098,1029,963,b3906,rhaR,,,,,,,,,,,,,,,,,,,,
1063,978,894,b3907,rhaT,,,,,,,,,,,,,,,,,,,,
239666,239615,239565,b3908,sodA,,,,,,,,,,,,,,,,,,,,
1428,1348,1267,b3909,kdgT,,,,,,,,,,,,,,,,,,,,
3769,3714,3658,b3910,yiiM,,,,,,,,,,,,,,,,,,,,
17879,17767,17655,b3911,cpxA,,,,,,,,,,,,,,,,,,,,
23882,23825,23768,b3912,cpxR,,,,,,,,,,,,,,,,,,,,
72436,72395,72354,b4484,cpxP,,,,,,,,,,,,,,,,,,,,
17184,17110,17036,b3915,fieF,,,,,,,,,,,,,,,,,,,,
25679,25600,25521,b3916,pfkA,,,,,,,,,,,,,,,,,,,,
1769,1688,1607,b3917,sbp,,,,,,,,,,,,,,,,,,,,
3762,3700,3638,b3918,cdh,,,,,,,,,,,,,,,,,,,,
77904,77841,77778,b3919,tpiA,,,,,,,,,,,,,,,,,,,,
6743,6694,6645,b3920,yiiQ,,,,,,,,,,,,,,,,,,,,
2157,2121,2085,b3921,yiiR,,,,,,,,,,,,,,,,,,,,
7136,7112,7087,b3922,yiiS,,,,,,,,,,,,,,,,,,,,
9585,9550,9515,b3923,uspD,,,,,,,,,,,,,,,,,,,,
11511,11450,11389,b3924,fpr,,,,,,,,,,,,,,,,,,,,
39277,39194,39112,b3925,glpX,,,,,,,,,,,,,,,,,,,,
680371,680245,680126,b3926,glpK,,,,,,,,,,,,,,,,,,,,
320047,319977,319908,b3927,glpF,,,,,,,,,,,,,,,,,,,,
131845,131825,131804,b3928,zapB,,,,,,,,,,,,,,,,,,,,
19124,19084,19044,b3929,rraA,,,,,,,,,,,,,,,,,,,,
4859,4783,4708,b3930,menA,,,,,,,,,,,,,,,,,,,,
106806,106697,106589,b3931,hslU,,,,,,,,,,,,,,,,,,,,
46530,46486,46443,b3932,hslV,,,,,,,,,,,,,,,,,,,,
20246,20167,20089,b3933,ftsN,,,,,,,,,,,,,,,,,,,,
51372,51289,51205,b3934,cytR,,,,,,,,,,,,,,,,,,,,
2379,2199,2019,b3935,priA,,,,,,,,,,,,,,,,,,,,
117631,117614,117597,b3936,rpmE,,,,,,,,,,,,,,,,,,,,
1464,1414,1365,b3937,yiiX,,,,,,,,,,,,,,,,,,,,
7945,7919,7893,b3938,metJ,,,,,,,,,,,,,,,,,,,,
1983,1888,1793,b3939,metB,,,,,,,,,,,,,,,,,,,,
7042,6843,6644,b3940,metL,,,,,,,,,,,,,,,,,,,,
971,898,825,b3941,metF,,,,,,,,,,,,,,,,,,,,
28245,28067,27888,b3942,katG,,,,,,,,,,,,,,,,,,,,
1655,1581,1507,b3943,yijE,,,,,,,,,,,,,,,,,,,,
161,110,65,b3944,yijF,,,,,,,,,,,,,,,,,,,,
1830,1740,1650,b3945,gldA,,,,,,,,,,,,,,,,,,,,
1018,964,910,b3946,fsaB,,,,,,,,,,,,,,,,,,,,
1127,922,723,b3947,ptsA,,,,,,,,,,,,,,,,,,,,
1149,1060,973,b3949,frwC,,,,,,,,,,,,,,,,,,,,
1084,1058,1031,b3950,frwB,,,,,,,,,,,,,,,,,,,,
2592,2404,2216,b3951,pflD,,,,,,,,,,,,,,,,,,,,
474,402,335,b3952,pflC,,,,,,,,,,,,,,,,,,,,
132,104,76,b3953,frwD,,,,,,,,,,,,,,,,,,,,
1329,1260,1190,b3954,yijO,,,,,,,,,,,,,,,,,,,,
9741,9599,9458,b3955,yijP,,,,,,,,,,,,,,,,,,,,
56210,55993,55777,b3956,ppc,,,,,,,,,,,,,,,,,,,,
12070,11976,11882,b3957,argE,,,,,,,,,,,,,,,,,,,,
1301,1219,1137,b3958,argC,,,,,,,,,,,,,,,,,,,,
911,848,784,b3959,argB,,,,,,,,,,,,,,,,,,,,
2162,2050,1937,b3960,argH,,,,,,,,,,,,,,,,,,,,
14497,14422,14347,b3961,oxyR,,,,,,,,,,,,,,,,,,,,
149006,148891,148777,b3962,sthA,,,,,,,,,,,,,,,,,,,,
63370,63317,63264,b3963,fabR,,,,,,,,,,,,,,,,,,,,
54507,54477,54448,b3964,yijD,,,,,,,,,,,,,,,,,,,,
9414,9324,9234,b3965,trmA,,,,,,,,,,,,,,,,,,,,
29321,29170,29019,b3966,btuB,,,,,,,,,,,,,,,,,,,,
16450,16379,16309,b3967,murI,,,,,,,,,,,,,,,,,,,,
25436,25352,25267,b3972,murB,,,,,,,,,,,,,,,,,,,,
11176,11097,11018,b3973,birA,,,,,,,,,,,,,,,,,,,,
28732,28654,28576,b3974,coaA,,,,,,,,,,,,,,,,,,,,
720591,720497,720396,b3980,tufB,,,,,,,,,,,,,,,,,,,,
25396,25365,25333,b3981,secE,,,,,,,,,,,,,,,,,,,,
55474,55430,55385,b3982,nusG,,,,,,,,,,,,,,,,,,,,
143319,143284,143249,b3983,rplK,,,,,,,,,,,,,,,,,,,,
242760,242703,242645,b3984,rplA,,,,,,,,,,,,,,,,,,,,
540023,539982,539941,b3985,rplJ,,,,,,,,,,,,,,,,,,,,
509167,509137,509107,b3986,rplL,,,,,,,,,,,,,,,,,,,,
299171,298842,298513,b3987,rpoB,,,,,,,,,,,,,,,,,,,,
427088,426743,426397,b3988,rpoC,,,,,,,,,,,,,,,,,,,,
1656,1612,1568,b3989,yjaZ,,,,,,,,,,,,,,,,,,,,
485,393,310,b3990,thiH,,,,,,,,,,,,,,,,,,,,
173,112,64,b3991,thiG,,,,,,,,,,,,,,,,,,,,
70,53,37,b4407,thiS,,,,,,,,,,,,,,,,,,,,
160,98,44,b3992,thiF,,,,,,,,,,,,,,,,,,,,
176,124,77,b3993,thiE,,,,,,,,,,,,,,,,,,,,
1257,1102,948,b3994,thiC,,,,,,,,,,,,,,,,,,,,
48756,48717,48678,b3995,rsd,,,,,,,,,,,,,,,,,,,,
2200,2137,2073,b3996,nudC,,,,,,,,,,,,,,,,,,,,
10253,10165,10078,b3997,hemE,,,,,,,,,,,,,,,,,,,,
4072,4017,3962,b3998,nfi,,,,,,,,,,,,,,,,,,,,
20932,20883,20835,b3999,yjaG,,,,,,,,,,,,,,,,,,,,
414265,414242,414220,b4000,hupA,,,,,,,,,,,,,,,,,,,,
20923,20866,20809,b4001,yjaH,,,,,,,,,,,,,,,,,,,,
150,115,82,b4002,zraP,,,,,,,,,,,,,,,,,,,,
2647,2532,2418,b4003,zraS,,,,,,,,,,,,,,,,,,,,
1132,1025,922,b4004,zraR,,,,,,,,,,,,,,protein,,,,,,
591,486,388,b4005,purD,,,,,,,,,,,,,,,,,,,,
1046,916,792,b4006,purH,,,,,,,,,,,,,,,,,,,,
84,53,26,b4011,yjaA,,,,,,,,,,,,,,,,,,,,
1097,1061,1024,b4012,yjaB,,,,,,,,,,,,,,,,,,,,
1244,1168,1092,b4013,metA,,,,,,,,,,,,,,,,,,,,
155839,155708,155577,b4014,aceB,,,,,,,,,,,,,,,,,,,,
56461,56354,56247,b4015,aceA,,,,,,,,,,,,,,,,,,,,
22227,22085,21943,b4016,aceK,,,,,,,,,,,,,,,,,,,,
1712,1533,1354,b4017,arpA,,,,,,,,,,,,,,,,,,,,
44764,44696,44629,b4018,iclR,,,,,,,,,,,,,,,,,,,,
21823,21522,21221,b4019,metH,,,,,,,,,,,,,,,,,,,,
6977,6844,6710,b4020,yjbB,,,,,,,,,,,,,,,,,,,,
4666,4610,4554,b4021,pepE,,,,,,,,,,,,,,,,,,,,
5887,5816,5744,b4022,rluF,,,,,,,,,,,,,,,,,,,,
6166,6143,6121,b4023,yjbD,,,,,,,,,,,,,,,,,,,,
8427,8316,8206,b4024,lysC,,,,,,,,,,,,,,,,,,,,
77450,77316,77181,b4025,pgi,,,,,,,,,,,,,,,,,,,,
184,164,144,b4026,yjbE,,,,,,,,,,,,,,,,,,,,
24,0,0,b4027,yjbF,,,,,,,,,,,,,,,,,,,,
34,3,0,b4028,yjbG,,,,,,,,,,,,,,,,,,,,
470,314,209,b4029,yjbH,,,,,,,,,,,,,,,,,,,,
186,163,141,b4620,yjbT,,,,,,,,,,,,,,,,,,,,
168,135,103,b4030,psiE,,,,,,,,,,,,,,,,,,,,
1336,1215,1095,b4031,xylE,,,,,,,,,,,,,,,,,,,,
33896,33824,33751,b4032,malG,,,,,,,,,,,,,,,,,,,,
109133,109006,108880,b4033,malF,,,,,,,,,,,,,,,,,,,,
407284,407187,407089,b4034,malE,,,,,,,,,,,,,,,,,,,,
233255,233164,233072,b4035,malK,,,,,,,,,,,,,,,,,,,,
173518,173408,173298,b4036,lamB,,,,,,,,,,,,,,,,,,,,
56650,56575,56500,b4037,malM,,,,,,,,,,,,,,,,,,,,
22969,22929,22888,b4039,ubiC,,,,,,,,,,,,,,,,,,,,
28910,28839,28767,b4040,ubiA,,,,,,,,,,,,,,,,,,,,
32279,32081,31882,b4041,plsB,,,,,,,,,,,,,,,,,,,,
4141,4111,4081,b4042,dgkA,,,,,,,,,,,,,,,,,,,,
41284,41234,41185,b4043,lexA,,,,,,,,,,,,,,,,,,,,
4608,4495,4382,b4044,dinF,,,,,,,,,,,,,,,,,,,,
2443,2425,2408,b4045,yjbJ,,,,,,,,,,,,,,,,,,,,
8018,7975,7933,b4046,zur,,,,,,,,,,,,,,,,,,,,
34,14,2,b4047,yjbL,,,,,,,,,,,,,,,,,,,,
388,330,273,b4048,yjbM,,,,,,,,,,,,,,,,,,,,
12074,11993,11912,b4049,dusA,,,,,,,,,,,,,,,,,,,,
427,407,387,b4050,pspG,,,,,,,,,,,,,,,,,,,,
7913,7833,7753,b4051,qorA,,,,,,,,,,,,,,,,,,,,
18182,18066,17951,b4052,dnaB,,,,,,,,,,,,,,,,,,,,
8713,8625,8537,b4053,alr,,,,,,,,,,,,,,,,,,,,
24747,24649,24551,b4054,tyrB,,,,,,,,,,,,,,,,,,,,
45,28,12,b4621,yjbS,,,,,,,,,,,,,,,,,,,,
131386,131327,131269,b4055,aphA,,,,,,,,,,,,,,,,,,,,
14560,14526,14492,b4056,yjbQ,,,,,,,,,,,,,,,,,,,,
6294,6265,6236,b4057,yjbR,,,,,,,,,,,,,,,,,,,,
6720,6489,6258,b4058,uvrA,,,,,,,,,,,,,,,,,,,,
31725,31682,31638,b4059,ssb,,,,,,,,,,,,,,,,,,,,
846,823,800,b4060,yjcB,,,,,,,,,,,,,,,,,,,,
2329,2199,2070,b4061,yjcC,,,,,,,,,,,,,,,,,,,,
1219,1193,1166,b4062,soxS,,,,,,,,,,,,,,,,,,,,
754,716,678,b4063,soxR,,,,,,,,,,,,,,,,,,,,
580,469,364,b4064,yjcD,,,,,,,,,,,,,,,,,,,,
11632,11497,11362,b4065,yjcE,,,,,,,,,,,,,,,,,,,,
584,483,414,b4066,yjcF,,,,,,,,,,,,,,,,,,,,
6209,6074,5939,b4067,actP,,,,,,,,,,,,,,,,,,,,
1251,1225,1199,b4068,yjcH,,,,,,,,,,,,,,,,,,,,
23629,23469,23309,b4069,acs,,,,,,,,,,,,,,,,,,,,
2933,2815,2698,b4070,nrfA,,,,,,,,,,,,,,,,,,,,
263,217,171,b4071,nrfB,,,,,,,,,,,,,,,,,,,,
145,91,51,b4072,nrfC,,,,,,,,,,,,,,,,,,,,
174,107,67,b4073,nrfD,,,,,,,,,,,,,,,,,,,,
368,260,211,b4074,nrfE,,,,,,,,,,,,,,,,,,,,
110,79,49,b4075,nrfF,,,,,,,,,,,,,,,,,,,,
223,174,125,b4076,nrfG,,,,,,,,,,,,,,,,,,,,
40350,40242,40135,b4077,gltP,,,,,,,,,,,,,,,,,,,,
3391,3335,3278,b4078,yjcO,,,,,,,,,,,,,,,,,,,,
1917,1741,1567,b4079,fdhF,,,,,,,,,,,,,,,,,,,,
277,190,152,b4080,mdtP,,,,,,,,,,,,,,,,,,,,
212,88,31,b4081,mdtO,,,,,,,,,,,,,,,,,,,,
46,11,1,b4082,mdtN,,,,,,,,,,,,,,,,,,,,
0,0,0,b4622,ytcA,,,,,,,,,,,,,,,,,,,,
279,139,62,b4083,yjcS,,,,,,,,,,,,,,,,,,,,
4404,4328,4252,b4084,alsK,,,,,,,,,,,,,,,,,,,,
7050,6993,6936,b4085,alsE,,,,,,,,,,,,,,,,,,,,
7635,7554,7474,b4086,alsC,,,,,,,,,,,,,,,,,,,,
20916,20791,20666,b4087,alsA,,,,,,,,,,,,,,,,,,,,
30762,30685,30609,b4088,alsB,,,,,,,,,,,,,,,,,,,,
57558,57485,57412,b4089,rpiR,,,,,,,,,,,,,,,,,,,,
9191,9154,9117,b4090,rpiB,,,,,,,,,,,,,,,,,,,,
4025,3998,3971,b4487,yjdP,,,,,,,,,,,,,,,,,,,,
323,261,199,b4092,phnP,,,,,,,,,,,,,,,,,,,,
236,200,165,b4093,phnO,,,,,,,,,,,,,,,,,,,,
144,102,77,b4094,phnN,,,,,,,,,,,,,,,,,,,,
53,7,0,b4095,phnM,,,,,,,,,,,,,,,,,,,,
50,23,11,b4096,phnL,,,,,,,,,,,,,,,,,,,,
7,0,0,b4097,phnK,,,,,,,,,,,,,,,,,,,,
11,0,0,b4098,phnJ,,,,,,,,,,,,,,,,,,,,
11,0,0,b4099,phnI,,,,,,,,,,,,,,,,,,,,
4,0,0,b4100,phnH,,,,,,,,,,,,,,,,,,,,
6,0,0,b4101,phnG,,,,,,,,,,,,,,,,,,,,
8,0,0,b4102,phnF,,,,,,,,,,,,,,,,,,,,
75,39,13,b4105,phnD,,,,,,,,,,,,,,,,,,,,
21,5,0,b4106,phnC,,,,,,,,,,,,,,,,,,,,
250,215,190,b4107,yjdN,,,,,,,,,,,,,,,,,,,,
5479,5452,5424,b4108,yjdM,,,,,,,,,,,,,,,,,,,,
20449,20267,20084,b4109,yjdA,,,,,,,,,,,,,,,,,,,,
10056,9984,9913,b4110,yjcZ,,,,,,,,,,,,,,,,,,,,
13466,13343,13220,b4111,proP,,,,,,,,,,,,,,,,,,,,
309,301,294,b4703,pmrR,,,,,,,,,,,,,,,,,,,,
4298,4209,4119,b4112,basS,,,,,,,,,,,,,,,,,,,,
4124,4070,4015,b4113,basR,,,,,,,,,,,,,,,,,,,,
956,821,687,b4114,eptA,,,,,,,,,,,,,,,,,,,,
318,216,144,b4115,adiC,,,,,,,,,,,,,,,,,,,,
321,259,198,b4116,adiY,,,,,,,,,,,,,,,,,,,,
2277,2092,1906,b4117,adiA,,,,,,,,,,,,,,,,,,,,
12455,12381,12307,b4118,melR,,,,,,,,,,,,,,,,,,,,
867,756,645,b4119,melA,,,,,,,,,,,,,,,,,,,,
1683,1567,1451,b4120,melB,,,,,,,,,,,,,,,,,,,,
1941,1889,1838,b4121,yjdF,,,,,,,,,,,,,,,,,,,,
693,559,426,b4122,fumB,,,,,,,,,,,,,,,,,,,,
1150,1041,931,b4123,dcuB,,,,,,,,,,,,,,,,,,,,
9385,9326,9268,b4124,dcuR,,,,,,,,,,,,,,,,,,,,
20245,20111,19978,b4125,dcuS,,,,,,,,,,,,,,respiration,,,,,,
405,386,367,b4126,yjdI,,,,,,,,,,,,,,,,,,,,
963,940,918,b4127,yjdJ,,,,,,,,,,,,,,,,,,,,
283,259,234,b4128,yjdK,,,,,,,,,,,,,,,,,,,,
71,57,43,b4559,yjdO,,,,,,,,,,,,,,,,,,,,
125696,125572,125448,b4129,lysU,,,,,,,,,,,,,,,,,,,,
1809,1690,1572,b4130,yjdL,,,,,,,,,,,,,,,,,,,,
905,730,560,b4131,cadA,,,,,,,,,,,,,,,,,,,,
239,134,50,b4132,cadB,,,,,,,,,,,,,,,,,,,,
4924,4798,4672,b4133,cadC,,,,,,,,,,,,,,,,,,,,
6626,6579,6532,b4135,yjdC,,,,,,,,,,,,,,,,,,,,
10459,10320,10181,b4136,dsbD,,,,,,,,,,,,,,,,,,,,
3795,3767,3739,b4137,cutA,,,,,,,,,,,,,,,,,,,,
40066,39960,39853,b4138,dcuA,,,,,,,,,,,,,,,,,,,,
640572,640453,640340,b4139,aspA,,,,,,,,,,,,,,,,,,,,
31283,31244,31205,b4140,fxsA,,,,,,,,,,,,,,,,,,,,
2625,2522,2419,b4141,yjeH,,,,,,,,,,,,,,,,,,,,
155148,155124,155100,b4142,groS,,,,,,,,,,,,,,,,,,,,
776403,776270,776138,b4143,groL,,,,,,,,,,,,,,,,,,,,
9984,9955,9927,b4144,yjeI,,,,,,,,,,,,,,,,,,,,
